"A ... körvonalai. (cím)"|"<div class=""article""><div class=""k"">A ... körvonalai. (cím)</div>Outlines of ... </div>"
"a ... következik (egy téma taglalásában)"|"<div class=""article""><div class=""k"">a ... következik (egy téma taglalásában)</div>The ... comes next. </div>"
"a ... következményei az oktatásügyre (cím)"|"<div class=""article""><div class=""k"">a ... következményei az oktatásügyre (cím)</div>Educational implications of the ... </div>"
"a ... következtében"|"<div class=""article""><div class=""k"">a ... következtében</div>in consequence of ... </div>"
"a ... központi kérdése a ..."|"<div class=""article""><div class=""k"">a ... központi kérdése a ...</div>what is central to manpower planning is the nature of ... </div>"
"a ... közreműködésével"|"<div class=""article""><div class=""k"">a ... közreműködésével</div>is read into the store by the action of the input unit </div>"
"a ... között tett megkülönböztetés"|"<div class=""article""><div class=""k"">a ... között tett megkülönböztetés</div>the distinction made between ... </div>"
"a ... közötti egyetlen különbség, hogy ..."|"<div class=""article""><div class=""k"">a ... közötti egyetlen különbség, hogy ...</div>the only difference between ... and ... lies in ... </div>"
"a ... különösen ..."|"<div class=""article""><div class=""k"">a ... különösen ...</div>American librarians, in particular, seem ... </div>"
"a ... különösen."|"<div class=""article""><div class=""k"">a ... különösen.</div>libraries share premises with other agencies, CABx in particular. </div>"
"a ... küszöbén állunk (átv.)"|"<div class=""article""><div class=""k"">a ... küszöbén állunk (átv.)</div>we are on the threshold of ... </div>"
"a ... lényegét tekintve egy ..."|"<div class=""article""><div class=""k"">a ... lényegét tekintve egy ...</div>the ... is quintessentially a ... </div>"
"a ... megfelelője (filmjelenet könyvrészletnek)"|"<div class=""article""><div class=""k"">a ... megfelelője (filmjelenet könyvrészletnek)</div>equivalent to ... </div>"
"a ... megfelelőjének tekintik"|"<div class=""article""><div class=""k"">a ... megfelelőjének tekintik</div>is regarded as the analogue of ... </div>"
"a ... meghonosítása (cím)"|"<div class=""article""><div class=""k"">a ... meghonosítása (cím)</div>introducing ... </div>"
"a ... megjelenése forradalmasítani fogja a ...-t"|"<div class=""article""><div class=""k"">a ... megjelenése forradalmasítani fogja a ...-t</div>the arrival of ... will revolutionise ... </div>"
"a ... megjelenésével"|"<div class=""article""><div class=""k"">a ... megjelenésével</div>with the advent of the computer, scientists began to ... </div>"
"a ... megközelítés esetében"|"<div class=""article""><div class=""k"">a ... megközelítés esetében</div>with diachronous studies, ... </div>"
"a ... megkülönböztető jegyei"|"<div class=""article""><div class=""k"">a ... megkülönböztető jegyei</div>distinguishing features of ... </div>"
"a ... mellett működő munkacsoport"|"<div class=""article""><div class=""k"">a ... mellett működő munkacsoport</div>the Working Party on ... in association with Loughborough University </div>"
"a ... mellett szól, hogy ..."|"<div class=""article""><div class=""k"">a ... mellett szól, hogy ...</div>an additional feature in favor of a ... is the fact that ... </div>"
"a ... mellett érvel (azt szorgalmazza)"|"<div class=""article""><div class=""k"">a ... mellett érvel (azt szorgalmazza)</div>the book argues for a ... </div>"
"a ... mellett érvelve"|"<div class=""article""><div class=""k"">a ... mellett érvelve</div>telling arguments for the ... </div>"
"a ... mintájára kialakított ..."|"<div class=""article""><div class=""k"">a ... mintájára kialakított ...</div>... modelled on ... </div>"
"a ... miértje"|"<div class=""article""><div class=""k"">a ... miértje</div>the ""why"" of library classification </div>"
"a ... márciusi számában"|"<div class=""article""><div class=""k"">a ... márciusi számában</div>in the March edition of Adult Education </div>"
"a ... más dolog."|"<div class=""article""><div class=""k"">a ... más dolog.</div>... is another story. </div>"
"a ... még előttünk állt (történetben)"|"<div class=""article""><div class=""k"">a ... még előttünk állt (történetben)</div>the ... was yet to come </div>"
"a ... mérlege (alcím)"|"<div class=""article""><div class=""k"">a ... mérlege (alcím)</div>...: an assessment. </div>"
"a ... módszere"|"<div class=""article""><div class=""k"">a ... módszere</div>method for (doing) </div>"
"a ... működését a ... szabályozza"|"<div class=""article""><div class=""k"">a ... működését a ... szabályozza</div>the operation of a ... is governed by the ... </div>"
"a ... nagyrésze"|"<div class=""article""><div class=""k"">a ... nagyrésze</div>large proportion of ... </div>"
"a ... néhány sajátossága (cím)"|"<div class=""article""><div class=""k"">a ... néhány sajátossága (cím)</div>Some characteristics of ... </div>"
"a ... növekvő sorrendjében"|"<div class=""article""><div class=""k"">a ... növekvő sorrendjében</div>in ascending order of their ages </div>"
"a ... problémáinak kutatása"|"<div class=""article""><div class=""k"">a ... problémáinak kutatása</div>research into problems of ... </div>"
"a ... példáján mutatta be, hogy ..."|"<div class=""article""><div class=""k"">a ... példáján mutatta be, hogy ...</div>using the ... as his example, showed that ... </div>"
"a ... rendszerelméleti megközelítése"|"<div class=""article""><div class=""k"">a ... rendszerelméleti megközelítése</div>a system approach to ... </div>"
"a ... rovására"|"<div class=""article""><div class=""k"">a ... rovására</div>at the expense of ... </div>"
"a ... részeként"|"<div class=""article""><div class=""k"">a ... részeként</div>as part of the ... </div>"
"a ... részletes ismertetése (cím)"|"<div class=""article""><div class=""k"">a ... részletes ismertetése (cím)</div>Detailed discussion of the ... </div>"
"a ... részéről (intézmény képviseletében)"|"<div class=""article""><div class=""k"">a ... részéről (intézmény képviseletében)</div>Imre Jármy of the Library of Congress </div>"
"A ... rövid története. (cím)"|"<div class=""article""><div class=""k"">A ... rövid története. (cím)</div>Brief history of ... </div>"
"a ... rövidítés ...-t jelöl"|"<div class=""article""><div class=""k"">a ... rövidítés ...-t jelöl</div>the abbreviation 'sd' indicates a sound film </div>"
"a ... rövidítéssel a ...-t fogjuk jelölni"|"<div class=""article""><div class=""k"">a ... rövidítéssel a ...-t fogjuk jelölni</div>the abbreviation ... will be used to refer to the ... </div>"
"a ... segítségével fejlesztették ki"|"<div class=""article""><div class=""k"">a ... segítségével fejlesztették ki</div>the ... has been developed with the aid of ... </div>"
"a ... sorsa"|"<div class=""article""><div class=""k"">a ... sorsa</div>the fate of the information contained in ... </div>"
"a ... során gyakran felmerülő nehészégek"|"<div class=""article""><div class=""k"">a ... során gyakran felmerülő nehészégek</div>difficulties which are often encountered when (doing) </div>"
"a ... szabályait követve"|"<div class=""article""><div class=""k"">a ... szabályait követve</div>under the rules of ... </div>"
"a ... számon iktatott levelére válaszul, ..."|"<div class=""article""><div class=""k"">a ... számon iktatott levelére válaszul, ...</div>In reply to your letter Ref. ..., ... </div>"
"a ... szószólói (hívei)"|"<div class=""article""><div class=""k"">a ... szószólói (hívei)</div>the visual media advocates </div>"
"a ... születik vagy azzá lesz?"|"<div class=""article""><div class=""k"">a ... születik vagy azzá lesz?</div>Are leaders born or made? </div>"
"a ... tapasztalatai szerint"|"<div class=""article""><div class=""k"">a ... tapasztalatai szerint</div>in The Industrial Society's experience </div>"
"a ... tartományban fekszik"|"<div class=""article""><div class=""k"">a ... tartományban fekszik</div>these digits must lie in the range 0-9 </div>"
"a ... tematikus megközelítése"|"<div class=""article""><div class=""k"">a ... tematikus megközelítése</div>subject-based approach of ... (?) </div>"
"a ... táblázat folytatása"|"<div class=""article""><div class=""k"">a ... táblázat folytatása</div>Table 4-1 cont. </div>"
"a ... támogatásával készült (jelentés)"|"<div class=""article""><div class=""k"">a ... támogatásával készült (jelentés)</div>was prepared under the sponsorship of the ... </div>"
"a ... társadalmi-gazdasági jelentősége"|"<div class=""article""><div class=""k"">a ... társadalmi-gazdasági jelentősége</div>socio-economic implications of ... </div>"
"a ... társadalmi-gazdasági kihatásai"|"<div class=""article""><div class=""k"">a ... társadalmi-gazdasági kihatásai</div>socio-economic implications of ... </div>"
"a ... tükörképe"|"<div class=""article""><div class=""k"">a ... tükörképe</div>mirror image of ... </div>"
"a ... után rátér a ...-ra"|"<div class=""article""><div class=""k"">a ... után rátér a ...-ra</div>after (doing), it proceeds to a ... </div>"
"a ... által szolgáltatott jegyzék"|"<div class=""article""><div class=""k"">a ... által szolgáltatott jegyzék</div>a list serviced by Faxon </div>"
"a ... és a ... összefüggései (cím)"|"<div class=""article""><div class=""k"">a ... és a ... összefüggései (cím)</div>relationships between ... and ... </div>"
"a ... és a ... összehasonlítása"|"<div class=""article""><div class=""k"">a ... és a ... összehasonlítása</div>A comparison of ... and ... </div>"
"a ... és társadalmi összefüggései (cím)"|"<div class=""article""><div class=""k"">a ... és társadalmi összefüggései (cím)</div>... and its cosial aspects. </div>"
"a ... örömei. (cím; iron.)"|"<div class=""article""><div class=""k"">a ... örömei. (cím; iron.)</div>The enjoyment of ... </div>"
"a ... összehasonlító táblázata"|"<div class=""article""><div class=""k"">a ... összehasonlító táblázata</div>comparative table of ... </div>"
"a ... új irányzatai"|"<div class=""article""><div class=""k"">a ... új irányzatai</div>New directions in ... </div>"
"a ... újdonsága abban áll, hogy ..."|"<div class=""article""><div class=""k"">a ... újdonsága abban áll, hogy ...</div>what is innovative about ... is that ... </div>"
"a ...-ban lehetőséget láttak arra, hogy ..."|"<div class=""article""><div class=""k"">a ...-ban lehetőséget láttak arra, hogy ...</div>saw in the ... the opportunity for sy to do sg </div>"
"a ...-hoz hasonló módon"|"<div class=""article""><div class=""k"">a ...-hoz hasonló módon</div>in the same way as in ... </div>"
"a ...-hoz soroljuk"|"<div class=""article""><div class=""k"">a ...-hoz soroljuk</div>though numbered among the ... </div>"
"a ...-ig bezárólag"|"<div class=""article""><div class=""k"">a ...-ig bezárólag</div>negative integer, within the range 0 to +99 inclusive </div>"
"a ...-k mekkája (szent helye; átv.)"|"<div class=""article""><div class=""k"">a ...-k mekkája (szent helye; átv.)</div>is the Mecca of ...'s </div>"
"a ...-nak jut a nehéz feladat, hogy ..."|"<div class=""article""><div class=""k"">a ...-nak jut a nehéz feladat, hogy ...</div>To the library director falls the difficult job od (doing) </div>"
"a ...-nak különösen a ... számára van jelentősége"|"<div class=""article""><div class=""k"">a ...-nak különösen a ... számára van jelentősége</div>the ... has special significance for ... </div>"
"a ...-nak semmi jelentősége sincs"|"<div class=""article""><div class=""k"">a ...-nak semmi jelentősége sincs</div>there is no significance to the label L </div>"
"a ...-nál használatos kölcsönző rendszer"|"<div class=""article""><div class=""k"">a ...-nál használatos kölcsönző rendszer</div>the charging system in use at ... </div>"
"a ...-on a ...-t értjük"|"<div class=""article""><div class=""k"">a ...-on a ...-t értjük</div>by ... is meant the ... </div>"
"a ...-ra irányuló erőfeszítések"|"<div class=""article""><div class=""k"">a ...-ra irányuló erőfeszítések</div>efforts for the ... </div>"
"a ...-ra is van lehetőség a ... típus esetében"|"<div class=""article""><div class=""k"">a ...-ra is van lehetőség a ... típus esetében</div>... is possible with the VO-28607. </div>"
"a ...-ról akkor mondjuk, hogy ..., ha ..."|"<div class=""article""><div class=""k"">a ...-ról akkor mondjuk, hogy ..., ha ...</div>a ... is said to be automatic when it is able to ... </div>"
"a ...-ról másutt már szóltunk (más műben)"|"<div class=""article""><div class=""k"">a ...-ról másutt már szóltunk (más műben)</div>the ... has been described elsewhere (2) and is therefore not covered here </div>"
"a ...-t a legjobban a ... ismeri"|"<div class=""article""><div class=""k"">a ...-t a legjobban a ... ismeri</div>the ... is most familiar to the ... </div>"
"a ...-t az 1. táblázat mutatja"|"<div class=""article""><div class=""k"">a ...-t az 1. táblázat mutatja</div>... is shown in table 1 </div>"
"a ...-t két adattal illusztráljuk"|"<div class=""article""><div class=""k"">a ...-t két adattal illusztráljuk</div>Two facts illustrate the ... </div>"
"a ...-t részletesebben a ...-ban tárgyaljuk"|"<div class=""article""><div class=""k"">a ...-t részletesebben a ...-ban tárgyaljuk</div>(For a more detailed discussion of ... see Appendix I) </div>"
"a ...-t érintő meggondolások (kapcsolatosak)"|"<div class=""article""><div class=""k"">a ...-t érintő meggondolások (kapcsolatosak)</div>considerations affecting ... </div>"
"a ...-t úgy kapjuk meg, hogy ... (számszerű értéket)"|"<div class=""article""><div class=""k"">a ...-t úgy kapjuk meg, hogy ... (számszerű értéket)</div>the ""..."" factor is arrived at by (doing) </div>"
"a ...-tól a ...-on keresztül a ...-ig"|"<div class=""article""><div class=""k"">a ...-tól a ...-on keresztül a ...-ig</div>from ... to ... to ... </div>"
"a ...-tól eltérően"|"<div class=""article""><div class=""k"">a ...-tól eltérően</div>most computers, unlike our model, have a ... </div>"
"a ...-tól felfelé"|"<div class=""article""><div class=""k"">a ...-tól felfelé</div>any kind of ..., from the abacus upwards, ... </div>"
"a ...-val foglalkozik (könyv)"|"<div class=""article""><div class=""k"">a ...-val foglalkozik (könyv)</div>is concerned with the ... </div>"
"a ...-val fogok foglalkozni (a cikkben)"|"<div class=""article""><div class=""k"">a ...-val fogok foglalkozni (a cikkben)</div>I shall concern myself with ... </div>"
"a ...-val kapcsolatban"|"<div class=""article""><div class=""k"">a ...-val kapcsolatban</div>examines four themes in the relationship of ... <br/><br/>in connection with ... </div>"
"a ...-val kapcsolatban felvetődő problémák"|"<div class=""article""><div class=""k"">a ...-val kapcsolatban felvetődő problémák</div>the problems involved in the ... </div>"
"a ...-val kapcsolatos ..."|"<div class=""article""><div class=""k"">a ...-val kapcsolatos ...</div>all procedures associated with the usage of the machine </div>"
"a ...-val kapcsolatos döntés során"|"<div class=""article""><div class=""k"">a ...-val kapcsolatos döntés során</div>in deciding upon the types of materia </div>"
"a ...-val szemben megvan az az előnye, hogy ..."|"<div class=""article""><div class=""k"">a ...-val szemben megvan az az előnye, hogy ...</div>has the advantage over the ... that ... </div>"
"a ...-val összefüggésben"|"<div class=""article""><div class=""k"">a ...-val összefüggésben</div>in the library context </div>"
"a ...-val összefüggő problémák (cím)"|"<div class=""article""><div class=""k"">a ...-val összefüggő problémák (cím)</div>problems connected with the ... </div>"
"a ...-val összehasonlítva (... kontra ...)"|"<div class=""article""><div class=""k"">a ...-val összehasonlítva (... kontra ...)</div>said about specialists as opposed to general dealers </div>"
"a 19. századi Németország"|"<div class=""article""><div class=""k"">a 19. századi Németország</div>except perhaps in 19th century Germany where ... </div>"
"a 2 részes cikk 1. részében"|"<div class=""article""><div class=""k"">a 2 részes cikk 1. részében</div>in the first of two articles </div>"
"a 2. táblázatot az 1. táblázattal együtt szerencsés használni"|"<div class=""article""><div class=""k"">a 2. táblázatot az 1. táblázattal együtt szerencsés használni</div>Table II could be used in conjunction with Table I </div>"
"a 2. ábrán megkíséreljük bemutatni ...-t"|"<div class=""article""><div class=""k"">a 2. ábrán megkíséreljük bemutatni ...-t</div>Fig. 2 is an attempt to show some of the ... </div>"
"a 4. sz. hivatkozásban található"|"<div class=""article""><div class=""k"">a 4. sz. hivatkozásban található</div>is presented in ref 4). </div>"
"a beiratkozott olvasók 15 %-a"|"<div class=""article""><div class=""k"">a beiratkozott olvasók 15 %-a</div>15 % of the total enrollment </div>"
"a benne közölt adatok"|"<div class=""article""><div class=""k"">a benne közölt adatok</div>the information presented in it </div>"
"a beszerzés sorrendjében"|"<div class=""article""><div class=""k"">a beszerzés sorrendjében</div>in accession order </div>"
"a bibliográfiában szereplő címek"|"<div class=""article""><div class=""k"">a bibliográfiában szereplő címek</div>titles noted in the bibliography </div>"
"a bázisévhez viszonyítva"|"<div class=""article""><div class=""k"">a bázisévhez viszonyítva</div>over the base year </div>"
"a cikk megírása idején"|"<div class=""article""><div class=""k"">a cikk megírása idején</div>at the time of writing ... </div>"
"a cikk további része"|"<div class=""article""><div class=""k"">a cikk további része</div>the remainder of the article examines the ... </div>"
"a cikk további részét a ...-nak szentelte"|"<div class=""article""><div class=""k"">a cikk további részét a ...-nak szentelte</div>devoted the remainder of his article to ... </div>"
"a ciklusidő értéke"|"<div class=""article""><div class=""k"">a ciklusidő értéke</div>the value for the cycle time </div>"
"a családban marad"|"<div class=""article""><div class=""k"">a családban marad</div>It will stay in the family. </div>"
"a cselekvés nyelvére lefordítva"|"<div class=""article""><div class=""k"">a cselekvés nyelvére lefordítva</div>translated into actions </div>"
"a csillaggal jelölt címek"|"<div class=""article""><div class=""k"">a csillaggal jelölt címek</div>titles starred </div>"
"a célból, hogy ..."|"<div class=""article""><div class=""k"">a célból, hogy ...</div>in efforts to (do) </div>"
"a címek betűrendjében"|"<div class=""article""><div class=""k"">a címek betűrendjében</div>arranged alphabetically by title </div>"
"a dokumentumot rendelkezésre bocsájtó könyvtár"|"<div class=""article""><div class=""k"">a dokumentumot rendelkezésre bocsájtó könyvtár</div>the lending library </div>"
"a dolgozathoz felhasznált forrásmunkák"|"<div class=""article""><div class=""k"">a dolgozathoz felhasznált forrásmunkák</div>the source material for this paper </div>"
"a felelősség kizárólag az enyém"|"<div class=""article""><div class=""k"">a felelősség kizárólag az enyém</div>the responsibility is fully my own </div>"
"a fene egye meg!"|"<div class=""article""><div class=""k"">a fene egye meg!</div>Hell. </div>"
"a fene egye meg! bassza meg! (enyhébb káromkodás)"|"<div class=""article""><div class=""k"">a fene egye meg! bassza meg! (enyhébb káromkodás)</div>Oh, shit. </div>"
"a fenntartó típusa szerint csoportosítva"|"<div class=""article""><div class=""k"">a fenntartó típusa szerint csoportosítva</div>grouped according to type of authority </div>"
"a fentiek csupán javaslatok"|"<div class=""article""><div class=""k"">a fentiek csupán javaslatok</div>The above are only suggestions </div>"
