aanhangig|aanhangig: pending
aanhangsel|aanhangsel: accessorie<br/><br/>codicil, rider, appendix, accessorie, side-issue
aanhangsel, bijlage, appendix|aanhangsel, bijlage, appendix: codicil<br/><br/>rider
aanhangwagen|aanhangwagen: trailer
aanhankelijk|aanhankelijk: devoted, selfless
aanhankelijk, gehecht|aanhankelijk, gehecht: devoted
aanhankelijkheid|aanhankelijkheid: attachement
aanharken|aanharken: rake
aanhechten|aanhechten: attach
aanhechting|aanhechting: attachment
aanhechtsel|aanhechtsel: affix
aanhechtsel, affix|aanhechtsel, affix: affix
aanhoren|aanhoren: listen
aanhoren, beluisteren, luisteren|aanhoren, beluisteren, luisteren: listen
aanhouden|aanhouden: continue<br/><br/>procrastinate, continue, postpone, persist, endure
aanhoudend|aanhoudend: lasting, abiding
aanhoudend, blijvend|aanhoudend, blijvend: lasting
aanhoudend, blijvend, bestendig|aanhoudend, blijvend, bestendig: abiding
aanhouding|aanhouding: apprehension, detention, arrest
aanhouding, arrestatie|aanhouding, arrestatie: apprehension<br/><br/>arrest
aanklacht|aanklacht: complaint, accusation, indictment, charge
aanklacht, beschuldiging|aanklacht, beschuldiging: charge<br/><br/>indictment
aanklagen|aanklagen: accuse
aanklager|aanklager: accuser
aanklager, beschuldiger|aanklager, beschuldiger: accuser
aanklampen|aanklampen: board
aanklampen, zich vastklampen aan|aanklampen, zich vastklampen aan: board
aankleden|aankleden: clothe
aankleden, omkleden, kleden, bekleden|aankleden, omkleden, kleden, bekleden: clothe
aankomen|aankomen: arrive
aankomen, belanden, arriveren|aankomen, belanden, arriveren: arrive
aankomend|aankomend: young, future, junior
aankomend, beginnend|aankomend, beginnend: junior
aankondigen|aankondigen: counsel, notify, announce, advise, advertise
aankondiging|aankondiging: notification, advertisement, announcement, ad
aankondiging, verkondiging|aankondiging, verkondiging: announcement
aankoop|aankoop: purchase
aankopen|aankopen: buy
aanleg|aanleg: aptitude, predisposition, tendency, talent
aanleg, gesteldheid, wilsbeschikking|aanleg, gesteldheid, wilsbeschikking: predisposition
aanleggen|aanleggen: aim<br/><br/>build, construct, level, aim, install
aanleggen, aan de schouder brengen|aanleggen, aan de schouder brengen: level
aanleggen, bouwen, construeren|aanleggen, bouwen, construeren: build
aanleggen, fitten, installeren|aanleggen, fitten, installeren: install
aanlegplaats|aanlegplaats: landing-stage, wharf, quay, pier
aanleiding|aanleiding: inducement, motive<br/><br/>inducement<br/><br/>motive
aanlengen|aanlengen: dilute, weaken<br/><br/>dilute<br/><br/>weaken
aanleren|aanleren: learn
aanleren, leren|aanleren, leren: learn
aanliggend|aanliggend: adjacent, neighbouring
aanliggend, aangrenzend, naburig|aanliggend, aangrenzend, naburig: neighbouring
aanlokkelijk|aanlokkelijk: enticing, tempting, attractive, alluring
aanlokkelijk, aantrekkelijk|aanlokkelijk, aantrekkelijk: attractive
aanlokken|aanlokken: draw, attract
aanlokken, toelachen, bekoren|aanlokken, toelachen, bekoren: draw
aanmaak|aanmaak: manifacture, making
aanmaak, fabricage, fabricatie|aanmaak, fabricage, fabricatie: manifacture
aanmaken|aanmaken: fabricate, do, manufacture, prepare, kindle, light
aanmanen|aanmanen: dun, scold, admonish
aanmaning|aanmaning: exhortation
aanmaning, vermaan, aansporing|aanmaning, vermaan, aansporing: exhortation
aanmatigend|aanmatigend: arrogant
aanmatigend, arrogant|aanmatigend, arrogant: arrogant
aanmatiging|aanmatiging: assumingness, arrogance, overbearingness, pretence
aanmatiging, arrogantie|aanmatiging, arrogantie: overbearingness
aanmatiging, onbescheidenheid|aanmatiging, onbescheidenheid: pretence
aanmelding|aanmelding: entry
aanmerkelijk|aanmerkelijk: considerable, sizable
aanmerkelijk, aanzienlijk, geruim|aanmerkelijk, aanzienlijk, geruim: sizable
aanmerking|aanmerking: observation, criticism, remark
aanmerking, kritiek, beoordeling|aanmerking, kritiek, beoordeling: criticism
aanmoediging|aanmoediging: encouragement
aannaaien|aannaaien: sew
aannemelijk|aannemelijk: acceptable, plausible
aannemelijk, waarschijnlijk|aannemelijk, waarschijnlijk: plausible
aannemen|aannemen: employ, take, affiliate, confirm, receive, hire
aannemen, aanwerven, huren|aannemen, aanwerven, huren: hire
aannemen, affiliëren|aannemen, affiliëren: affiliate
aannemen, huren, aanwerven|aannemen, huren, aanwerven: employ
aannemer|aannemer: builder, contractor
aannemer, bouwondernemer|aannemer, bouwondernemer: builder
aanneming|aanneming: confirmation, acceptance, adoption
aanneming, vormsel|aanneming, vormsel: confirmation
aanpakken|aanpakken: tackle, advance
aanpakken, aan komen lopen|aanpakken, aan komen lopen: tackle
aanpassen|aanpassen: adjust, accomodate, accommodate, adapt, fit
aanpassen, accommoderen|aanpassen, accommoderen: accomodate
aanpassen, afstemmen, adapteren|aanpassen, afstemmen, adapteren: adjust
aanpassing|aanpassing: accommodation, adaptation<br/><br/>accommodation
aanpassingsvermogen|aanpassingsvermogen: adaptability
aanplakbiljet|aanplakbiljet: poster, notice
aanplakbiljet, plakkaat, affiche|aanplakbiljet, plakkaat, affiche: poster
aanplakbord|aanplakbord: bill-board, notice-board<br/><br/>bill-board<br/><br/>notice-board
aanplakken|aanplakken: paste<br/><br/>placard, paste, post<br/><br/>placard<br/><br/>post
aanplanting|aanplanting: planting
aanprijzen|aanprijzen: recommend
aanranden|aanranden: violate
aanrander|aanrander: assaulter
aanreiken|aanreiken: convey, hand
aanreiken, aangeven, afdragen|aanreiken, aangeven, afdragen: convey
aanreiken, overhandigen|aanreiken, overhandigen: hand
aanrekenen|aanrekenen: blame
aanrekenen, toeschrijven, toedichten|aanrekenen, toeschrijven, toedichten: blame
aanrichten|aanrichten: arrange
aanrijden|aanrijden: run, collide
aanrijden, voorrijden|aanrijden, voorrijden: run
aanrijding|aanrijding: collision
aanroepen|aanroepen: invoke
aanschieten|aanschieten: wound
aanschijn|aanschijn: exterior
aanschouwelijk|aanschouwelijk: graphic
aanschrijven|aanschrijven: summon
aanschrijving|aanschrijving: writ
aanschrijving, schriftelijk bevel|aanschrijving, schriftelijk bevel: writ
aanslaan|aanslaan: tax, root, alarm
aanslaan, wortel schieten|aanslaan, wortel schieten: root
aanslag|aanslag: moisture, touch, scale, assessment<br/><br/>scale<br/><br/>touch
aansluiten|aansluiten: associate, pool
aansluiting|aansluiting: joining<br/><br/>junction, joining<br/><br/>junction
aanspannen|aanspannen: put, yoke<br/><br/>put
aanspannen, het juk opleggen|aanspannen, het juk opleggen: yoke
aansporen|aansporen: admonish, encourage, instigate, urge, scold
aansporen, aanvuren, aanwakkeren|aansporen, aanvuren, aanwakkeren: instigate
aansporing|aansporing: incitement, exhortation, stimulus<br/><br/>incitement<br/><br/>stimulus
aanspraak maken op|aanspraak maken op: presume, claim
aanspraak maken op, claimen|aanspraak maken op, claimen: claim<br/><br/>presume
aansprakelijk|aansprakelijk: responsible
aanspreekbaar|aanspreekbaar: approachable<br/><br/>communicative<br/><br/>get-at-able, communicative, approachable<br/><br/>get-at-able
aanstaand|aanstaand: near
aanstaren|aanstaren: stare, gaze, peer
aanstaren, staren, turen|aanstaren, staren, turen: gaze
aanstekelijk|aanstekelijk: catching, contagious, infectious
aanstekelijk, besmettelijk, verpestend|aanstekelijk, besmettelijk, verpestend: infectious
aanstekelijk, verpestend, besmettelijk|aanstekelijk, verpestend, besmettelijk: contagious
aansteken|aansteken: light, kindle, infect
aansteken, doen ontbranden, aanmaken|aansteken, doen ontbranden, aanmaken: kindle<br/><br/>light
aansteker|aansteker: lighter
aansteker, vuurmaker|aansteker, vuurmaker: lighter
aanstellen|aanstellen: appoint
aansteller|aansteller: attitudinizer, poseur
aansteller, kwast|aansteller, kwast: poseur
aanstellerij|aanstellerij: affectation
aanstellerij, onnatuurlijkheid|aanstellerij, onnatuurlijkheid: affectation
aanstelling|aanstelling: appointment
aansterken|aansterken: recuperate, convalesce
aanstoken|aanstoken: provoke, rouse, stimulate
aanstoken, ophitsen, irriteren|aanstoken, ophitsen, irriteren: provoke
aanstoot nemen aan|aanstoot nemen aan: resent
aanstoten|aanstoten: nudge, jog
aanstoten, een duw geven, toestoten|aanstoten, een duw geven, toestoten: nudge
aanstrijken|aanstrijken: plaster, rub
aanstrijken, uitwrijven, wrijven|aanstrijken, uitwrijven, wrijven: rub
aantal|aantal: number, amount
aantal, getal, tal|aantal, getal, tal: number
aantasten|aantasten: assault, attack, corrode
aantekening|aantekening: annotation
aantekening, commentaar|aantekening, commentaar: annotation
aantijging|aantijging: imputation
aantikken|aantikken: finish
aantonen|aantonen: prove
aantonende wijs|aantonende wijs: indicative
aantreffen|aantreffen: see, find, encounter
aantreffen, ontmoeten|aantreffen, ontmoeten: see
aantrekkelijk|aantrekkelijk: pleasing, attractive
aantrekkelijkheid|aantrekkelijkheid: attraction<br/><br/>attractiveness, charm, attraction<br/><br/>attractiveness<br/><br/>charm
aantrekken|aantrekken: tighten
aanvaard|aanvaard: accepted
aanvaard, erkend, gangbaar|aanvaard, erkend, gangbaar: accepted
aanvaardbaar|aanvaardbaar: acceptable
aanvaarden|aanvaarden: take, accept, receive
aanvaarden, aannemen, accepteren|aanvaarden, aannemen, accepteren: receive
aanvaarding|aanvaarding: acceptance
aanvaarding, aanneming, onthaal|aanvaarding, aanneming, onthaal: acceptance
aanvallen|aanvallen: attack, assault
aanvallen, aantasten|aanvallen, aantasten: assault
aanvallend|aanvallend: offensive
aanvallend, offensief|aanvallend, offensief: offensive
aanvaller|aanvaller: aggressor<br/><br/>assailant<br/><br/>attacker<br/><br/>forward, aggressor, assailant, attacker
aanvang|aanvang: beginning, commencement
aanvangen|aanvangen: commence, begin
aanvangen, aanbinden, beginnen|aanvangen, aanbinden, beginnen: begin
aanvaring|aanvaring: collision
aanvechtbaar|aanvechtbaar: debatable, questionable
aanvechtbaar, betwistbaar|aanvechtbaar, betwistbaar: questionable
aanvechting|aanvechting: inclination, temptation, disposal
aanvechting, lust, zin, neiging|aanvechting, lust, zin, neiging: inclination
aanvechting, temptatie, verleiding|aanvechting, temptatie, verleiding: temptation
aanverwant|aanverwant: related
aanverwant, verwant|aanverwant, verwant: related
aanvliegen|aanvliegen: approach, fly<br/><br/>approach<br/><br/>fly
aanvoegende wijs|aanvoegende wijs: subjunctive
aanvoer|aanvoer: supply, arrival, arrivals
aanvoer, bezorging|aanvoer, bezorging: supply
aanvoerder|aanvoerder: boss, chief, leader, commander
aanvoerder, chef, gebieder, baas|aanvoerder, chef, gebieder, baas: boss
aanvoerder, commandant|aanvoerder, commandant: commander
aanvoeren|aanvoeren: govern, command, order
aanvoeren, commanderen, bevelen|aanvoeren, commanderen, bevelen: order
aanvragen|aanvragen: request
aanvrager|aanvrager: applicant
aanvullend|aanvullend: complementary, supplementary<br/><br/>complementary<br/><br/>supplementary
aanvuren|aanvuren: fan, urge, instigate, encourage
aanvuren, aanwakkeren, aansporen|aanvuren, aanwakkeren, aansporen: encourage
aanwakkeren|aanwakkeren: instigate, encourage, excite, fan, freshen, urge
aanwakkeren, aanvuren, aansporen|aanwakkeren, aanvuren, aansporen: urge
aanwakkeren, aanvuren, aanzetten|aanwakkeren, aanvuren, aanzetten: fan
aanwakkeren, prikkelen, opwinden|aanwakkeren, prikkelen, opwinden: excite
aanwenden|aanwenden: apply, practice
aanwenden, doorvoeren|aanwenden, doorvoeren: apply<br/><br/>practice
aanwending|aanwending: employment, application, use
aanwending, toepassing|aanwending, toepassing: application<br/><br/>use
aanwensel|aanwensel: habit, trick
aanwensel, hebbelijkheid|aanwensel, hebbelijkheid: habit<br/><br/>trick
aanwerven|aanwerven: employ, hire
aanwezige|aanwezige: occupant
aanwezigheid|aanwezigheid: presence
aanwijsbaar|aanwijsbaar: apparent
aanwijsbaar, vertoonbaar|aanwijsbaar, vertoonbaar: apparent
aanwijzen|aanwijzen: indicate, suggest
aanwijzen, aangeven, aanduiden|aanwijzen, aangeven, aanduiden: suggest
aanwijzend voornaamwoord|aanwijzend voornaamwoord: demonstrative
aanwijzing|aanwijzing: directions, instruction
aanwijzing, consigne, instructie|aanwijzing, consigne, instructie: instruction
aanwinst|aanwinst: asset, accession, gain
aanwinst, acquest, buit, prooi|aanwinst, acquest, buit, prooi: accession
aanzetschakelaar|aanzetschakelaar: starter
aanzetschakelaar, starter|aanzetschakelaar, starter: starter
aanzetten|aanzetten: fur<br/><br/>sew, start, fan, fur, sharpen
aanzetten tot|aanzetten tot: start
aanzetten tot, activeren, aanzetten|aanzetten tot, activeren, aanzetten: start
aanzetten, aannaaien, vastnaaien|aanzetten, aannaaien, vastnaaien: sew
aanzetten, scherpen, slijpen|aanzetten, scherpen, slijpen: sharpen
aanzien|aanzien: aspect, tolerate
aanzien, air, schijn, aanblik|aanzien, air, schijn, aanblik: aspect
aanzien, lijden, dulden, toelaten|aanzien, lijden, dulden, toelaten: tolerate
aanzienlijk|aanzienlijk: considerably<br/><br/>eminent, sizable, considerably, considerable
aanzijn|aanzijn: existence
aanzoek|aanzoek: offer, proposal
aanzwellen|aanzwellen: swell
aap|aap: ape, monkey<br/><br/>ape<br/><br/>monkey
aapachtig|aapachtig: ape-like<br/><br/>apish, ape-like, monkey-like<br/><br/>apish<br/><br/>monkey-like
aapje|aapje: cab
aard|aard: nature, character, sort, personality
aard, geaardheid, karakter|aard, geaardheid, karakter: personality
aardappel|aardappel: potato
aardbei|aardbei: strawberry
aardbeving|aardbeving: earthquake
aardbol|aardbol: worldglobe
aarde|aarde: soil
aarden|aarden: earthly, stone, clay, earthen
aarden, van klei, klei-|aarden, van klei, klei-: clay
aardewerk|aardewerk: crockery, earthenware, pottery<br/><br/>crockery<br/><br/>earthenware<br/><br/>pottery
aardgordel|aardgordel: zone
aardig|aardig: good-natured, affable, pretty, friendly, amusing
aardig, leuk, amusant, vermakelijk|aardig, leuk, amusant, vermakelijk: amusing
aardig, vriendelijk, voorkomend|aardig, vriendelijk, voorkomend: good-natured
aardigheid|aardigheid: entertainment
aardigheid, pretje, amusement|aardigheid, pretje, amusement: entertainment
aarding|aarding: earthing, grounding
aarding, aardleiding|aarding, aardleiding: grounding
aardkunde|aardkunde: geology
aardlaag|aardlaag: layer
aardleiding|aardleiding: grounding, earthing
aardleiding, aarding|aardleiding, aarding: earthing
aardmannetje|aardmannetje: goblin, gnome, brownie, imp
aardmannetje, gnoom|aardmannetje, gnoom: gnome
aardmannetje, kobold, kabouter|aardmannetje, kobold, kabouter: imp
aardnoot|aardnoot: ground-nut, peanut
aardrijk|aardrijk: world
aardrijk, wereld|aardrijk, wereld: world
aardrijkskunde|aardrijkskunde: geography
aardrijkskunde, geografie|aardrijkskunde, geografie: geography
aardrijkskundig|aardrijkskundig: geographic, geographical
aardrijkskundig, geografisch|aardrijkskundig, geografisch: geographical
aardrijkskundige|aardrijkskundige: geographer
aardrijkskundige, geograaf|aardrijkskundige, geograaf: geographer
aards|aards: terrestrial, earthly<br/><br/>terrestrial
aards, aarden|aards, aarden: earthly
aardvarken|aardvarken: aardvark
aardverschuiving|aardverschuiving: landslide
aardworm|aardworm: earthworm
aars|aars: anus
aarts-|aarts-: arch-, chief-
aartsbisdom|aartsbisdom: archbishopric
aartsbisschop|aartsbisschop: archbishop
aartsengel|aartsengel: archangel
aartshertogdom|aartshertogdom: archduchy
aartsvader|aartsvader: patriarch
aartsvader, patriarch|aartsvader, patriarch: patriarch
aartsvijand|aartsvijand: arch-enemy
aarzelen|aarzelen: waver, hesitate
aarzelen, schoorvoeten, dubben|aarzelen, schoorvoeten, dubben: hesitate
aarzelend|aarzelend: hesitant
aarzeling|aarzeling: wavering, hesitation
aarzeling, hapering, geweifel|aarzeling, hapering, geweifel: wavering
aas|aas: ace<br/><br/>bait, carrion, ace<br/><br/>carrion
aas, lokaas|aas, lokaas: bait
aasgier|aasgier: vulture
abacus|abacus: abacus
abattoir|abattoir: slaughterhouse, abattoir
ABC|ABC: alphabet
abces|abces: abscess
Abchazisch|Abchazisch: Abkhazian
Abchazië|Abchazië: Abkhazia
abdij|abdij: abbey
abdis|abdis: abbess
abductor|abductor: abductor
abeel|abeel: abele
abeel, witte abeel, zilverpopulier|abeel, witte abeel, zilverpopulier: abele
aberratie|aberratie: aberration
aberratie, afwijking|aberratie, afwijking: aberration
Abessinisch|Abessinisch: Abyssinian
Abessinisch, Ethiopisch|Abessinisch, Ethiopisch: Abyssinian
Abessinië|Abessinië: Abyssinia, Ethiopia
Abessinië, Ethiopië|Abessinië, Ethiopië: Abyssinia<br/><br/>Ethiopia
abiogenesis|abiogenesis: abiogenesis
ablatief|ablatief: ablative
abnegatie|abnegatie: abnegation
abnegeren|abnegeren: abnegate
abnegeren, zichzelf verloochenen|abnegeren, zichzelf verloochenen: abnegate
abnormaal|abnormaal: abnormal
abnormaliteit|abnormaliteit: abnormality
abonnee|abonnee: subscriber
abonnement|abonnement: subscription
aboriginal|aboriginal: aborigine
aborteur|aborteur: abortionist
abortus|abortus: abortion
abortus provocatus|abortus provocatus: abortion
abortus provocatus, abortus|abortus provocatus, abortus: abortion
Abraham|Abraham: Abraham
abrikoos|abrikoos: apricot
abrupt|abrupt: abrupt, abruptly
abrupt, kortaf, botweg|abrupt, kortaf, botweg: abruptly
abscis|abscis: abscissa
absenteïsme|absenteïsme: absenteeism
absentie|absentie: absence
absint|absint: absinth, absinthe
absint, absintlikeur|absint, absintlikeur: absinth<br/><br/>absinthe
absintlikeur|absintlikeur: absinth, absinthe
absolutie|absolutie: absolution
absolutie geven|absolutie geven: absolve
absolutisme|absolutisme: absolutism
absoluut|absoluut: absolutely, absolute
absoluut, onvermengd|absoluut, onvermengd: absolute
absolveren|absolveren: absolve
absolveren, absolutie geven|absolveren, absolutie geven: absolve
absorberen|absorberen: absorb
absorberend|absorberend: absorbent
absorptie|absorptie: absorption
absorptie, opslorping|absorptie, opslorping: absorption
abstinentie|abstinentie: abstinence, teetotalism
abstract|abstract: abstract
